"Name","Ecol_f0","Ecol_f1","Ecol_f2","SS_f0","SS_f1","SS_f2","Ecol_f3","Ecol_f4","SS_f3","SS_f4","Ecol_f5","Ecol_f6","SS_f5","SS_f6","Ecol_f7","Ecol_f8","SS_f7","SS_f8","POINT_X","POINT_Y","LBP","Time","Site_centr","Site_cen_1","Fire","EVC","Aspect","CosAsp","CreekIndex","DEM","SinAsp","Slope","SoA","BIO01","BIO02","BIO03","BIO04","BIO05","BIO06","BIO07","BIO08","BIO09","BIO10","BIO11","BIO12","BIO13","BIO14","BIO15","BIO16","BIO17","BIO18","BIO19","max","mean","p10","p25","p50","p75","p90","S00","S05","S10","S15","S20","S25","S30","S35","S40","S45","S50","S55","S60","std","Pfc","OvCWavg","OvCWsum","OvHtavg","OvN08t10","OvN10t15","OvN15t20","OvN20t30","OvNum","CLdens","MsCover","MsNum","MsHtavg","liveWattle","DeadWattle","AllWattle","liveEucal","DeadEucal","shrub_CNT","MS_CNT","Top_CNT","FMZ","Logging","BIO01_250m","BIO02_250m","BIO03_250m","BIO04_250m","BIO05_250m","BIO06_250m","BIO07_250m","BIO08_250m","BIO09_250m","BIO10_250m","BIO11_250m","BIO12_250m","BIO13_250m","BIO14_250m","BIO15_250m","BIO16_250m","BIO17_250m","BIO18_250m","BIO19_250m","NEAR_FID","NEAR_DIST","block1k","block2k","block3k","block4k","block5k","block6k","block7k","block8k","block9k","block10k","block11k","block12k","block13k","block14k","block15k","HBT0t2","LBP_fold1k","LBP_fold2k","LBP_fold3k","LBP_fold4k","LBP_fold5k","LBP_fold6k","LBP_fold7k","LBP_fold8k","LBP_fold9k","LBP_fold10k","LBP_fold11k","LBP_fold12k","LBP_fold13k","LBP_fold14k","LBP_fold15k"
"S2-10-T",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,397738,5855626,0,"2016_17",397738,5855626,2009,7,31.8322,0.914586,0,1308.07,0.404391,9.82323,19.0284,8.00356,7.74054,37.9447,466.219,19.7584,-0.641107,20.3995,2.39235,13.6743,13.6743,2.31834,1861.13,253.218,66.2373,37.1588,674.817,257.353,257.353,674.797,28.9053,8.64145,1.00204,1.81153,6.41649,14.3081,19.9152,0.49525,0.056868,0.051068,0.067186,0.076376,0.085425,0.086157,0.067105,0.014419,0.000146,0,0,0,7.79179,0.623957,0,0,0,0,0,0,0,0,10.305,2.8,182,15.1365,1.25,0,1.25,6.75,30,1.75,0.5,0.75,1,2009,7.92344,7.7482,37.9567,466.955,19.6793,-0.733999,20.4133,2.23174,13.6038,13.6038,2.23174,1861.74,253.286,66.2671,37.1495,674.892,257.473,257.473,674.892,23,2173.08782105,"397_5855","198_2927","132_1951","99_1463","79_1171","66_975","56_836","49_731","44_650","39_585","36_532","33_487","30_450","28_418","26_390",0,3,3,2,1,5,1,5,2,4,5,1,1,2,4,3
"S2-3-F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,395601.080397,5855231.17689,0,"2016_17",395601,5855231,2009,7,25.8973,0.721657,9.32,1193.22,0.692251,3.92768,64.9139,8.10704,8.22281,39.5192,467.349,20.0769,-0.729476,20.8064,2.38645,13.7666,13.7666,2.38645,1818.8,249.163,64.1071,37.6987,666.274,249.502,249.502,666.274,30.8399,6.73494,1.01299,2.41152,5.49947,9.26532,14.7598,0.454843,0.438967,0.027687,0.013903,0.011966,0.015325,0.016417,0.014675,0.005898,0.000307,0,2e-06,0,5.84882,0.448272,11.6423,6.21124,45.7643,0.000428995,0.0706814,0,0,0.533504,3.015,20.95,389,12.91,0,0,0,0.5,6.25,2.5,2,1,1,2009,8.08476,8.27427,39.6624,467.974,20.0788,-0.782946,20.8618,2.35828,13.7516,13.7516,2.35828,1817.15,249.003,64.0248,37.7206,665.937,249.198,249.198,665.937,24,1381.51375138,"395_5855","197_2927","131_1951","98_1463","79_1171","65_975","56_836","49_731","43_650","39_585","35_532","32_487","30_450","28_418","26_390",0,4,2,4,4,5,4,5,2,5,5,5,3,2,4,3
"S2-1-Fo",0,0,0,0,0,0,1,1,6,1,0,0,0,0,0,0,0,0,394234,5855032,0,"2016_17",394234,5855032,2009,9,88.1964,0.973265,9.64,1128.32,0.229687,16.4143,12.4626,8.70765,8.20168,39.4255,462.475,20.6912,-0.110475,20.8017,3.03816,14.306,14.306,3.03816,1758.55,243.448,61.1076,38.5676,653.956,238.448,238.448,653.956,35.1856,14.533,2.49888,7.62291,14.4631,20.6175,25.946,0.312658,0.179109,0.124002,0.055427,0.058611,0.086618,0.110593,0.065008,0.007924,5e-05,0,0,0,9.25787,0.469374,9.93916,86.3028,39.2223,5.37279,5.94283,0,0,8.68311,5.445,16.05,269,19.54,0.125,0.125,0.25,10,17.5,2.75,1,1,1,2009,8.7574,8.28235,39.6092,462.932,20.7831,-0.127068,20.9101,3.07844,14.3583,14.3583,3.07844,1753.34,242.959,60.8514,38.6437,652.84,237.51,237.51,652.84,25,1267.00372509,"394_5855","197_2927","131_1951","98_1463","78_1171","65_975","56_836","49_731","43_650","39_585","35_532","32_487","30_450","28_418","26_390",0,1,2,4,4,1,4,5,2,5,5,5,3,2,4,3
"S2-8-F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392990.991911,5854786.58335,0,"2016_17",392990,5854786,2009,7,21.6683,-0.948341,0,1058.95,0.317254,18.7569,7.93368,10.0976,8.82753,41.1767,455.849,22.4239,0.987341,21.4366,4.49978,15.6189,15.6189,4.49978,1662.69,234.194,56.4102,40.138,633.627,221.221,221.221,633.627,13.3882,4.93639,1.92538,3.05655,4.52984,6.584,8.47771,0.605859,0.343531,0.046502,0.000505,0.00128,0.001204,0.000906,0.00022,0,1e-06,0,0,0,2.56847,0.416295,9.28957,8.69604,42.4618,0.605181,0,0,0,0.936108,1.4575,30.8,304,12.8708,0,0,0,14.125,4,3,3,0.5,1,2009,9.97757,8.72882,40.8923,456.609,22.2574,0.91151,21.3459,4.37179,15.5089,15.5089,4.37179,1672.44,235.178,56.8764,39.9703,635.762,222.941,222.941,635.762,24,1267.00372509,"392_5854","196_2927","130_1951","98_1463","78_1170","65_975","56_836","49_731","43_650","39_585","35_532","32_487","30_450","28_418","26_390",0,5,3,4,4,3,4,5,2,5,5,5,3,2,4,3
"FN2",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,406091.50161,5854442.0325,1,"2014_16",406092,5854442,2009,7,130.274,-0.10184,6.08,1113.15,-0.994801,13.8758,41.648,9.54742,7.68395,37.8629,458.601,21.23,0.939025,20.291,3.92543,15.1153,15.1153,3.92543,1720.44,240.218,59.8928,38.9995,642.73,232.668,232.668,642.73,51.8508,29.8441,4.97762,15.826,35.0258,42.7126,46.6573,0.137092,0.13036,0.098655,0.063108,0.03398,0.024407,0.028882,0.045684,0.079025,0.122646,0.143467,0.072907,0.018961,16.4145,0.427851,10.2818,537.858,59.0237,26.1606,24.2404,0.108953,0,52.3119,5.755,21.35,312,23.6765,2.625,0.5,3.125,25,0.25,2.75,1,2.25,1,1939,9.5563,7.61892,37.569,459.378,21.2198,0.939976,20.2798,3.91971,15.1307,15.1307,3.91971,1718.5,240.04,59.7976,39.0366,642.409,232.297,232.297,642.409,27,1288.00212525,"406_5854","203_2927","135_1951","101_1463","81_1170","67_975","58_836","50_731","45_650","40_585","36_532","33_487","31_450","29_418","27_390",4,2,3,4,2,3,3,3,4,3,5,1,1,3,1,1
"FN1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,405349.92825,5853388.93306,0,"2014_16",405350,5853389,2009,9,152.84,-0.455203,8,1060.21,0.890388,21.3205,25.62,9.4346,7.88462,38.5993,457.618,21.1899,0.764882,20.425,3.83531,15.0025,15.0025,3.83531,1738.84,241.935,60.8003,38.6346,645.648,236.22,236.22,645.648,54.4394,27.5164,2.97294,7.88679,32.0262,43.8343,48.5137,0.261764,0.063167,0.083679,0.066047,0.033714,0.021608,0.024008,0.035765,0.066511,0.116277,0.136079,0.081308,0.010067,18.6636,0.449095,10.6062,564.838,57.2299,23.9335,25.798,3.71264,0,53.2554,5.935,17.6,160,18.3499,0.9375,2.375,3.3125,35,5.25,1.25,1.5,2,1,1939,9.29482,7.75875,38.2297,457.992,20.9795,0.684374,20.2951,3.69315,14.8686,14.8686,3.69315,1747.63,242.696,61.2318,38.4821,647.285,237.855,237.855,647.285,28,464.421473226,"405_5853","202_2926","135_1951","101_1463","81_1170","67_975","57_836","50_731","45_650","40_585","36_532","33_487","31_450","28_418","27_390",1,4,4,4,2,3,3,3,4,3,5,1,1,3,4,1
"S1-68-F",0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,0,0,405684.963609,5853067.31432,1,"2016_17",405685,5853066,2009,7,204.061,-0.989855,0,1040.63,0.142081,11.508,18.6798,9.84816,8.28146,39.752,456.476,21.8213,0.989226,20.8321,4.25689,15.3976,15.3976,4.25689,1710.49,239.466,59.4134,39.1372,640.325,230.971,230.971,640.325,33.1714,18.8803,3.41935,7.5596,23.9043,27.4306,29.3597,0.190692,0.107479,0.061564,0.041047,0.15088,0.378884,0.06858,0.000864,0,0,0,0,0,10.3185,0.387963,12.4272,80.9466,32.2799,1.87651,2.04646,1.31059,0.435974,6.51365,3.0875,66.15,460,31.113,0.75,0,0.75,62.5,8,3,1.5,2,1,1998,9.80947,8.21011,39.5519,456.419,21.7462,0.988364,20.7578,4.21892,15.3589,15.3589,4.21892,1709.58,239.386,59.3652,39.1589,640.223,230.783,230.783,640.223,27,464.421473226,"405_5853","202_2926","135_1951","101_1463","81_1170","67_975","57_836","50_731","45_650","40_585","36_532","33_487","31_450","28_418","27_390",0,4,4,4,2,3,3,3,4,3,5,1,1,3,4,1
"S4-10-F",0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,373741.860817,5852806.11395,1,"2016_17",373742,5852806,2009,7,23.2685,-0.289254,5.72,551.784,-0.957252,3.66437,80.6628,11.902,9.66527,45.2678,422.019,24.1107,2.76584,21.3449,7.36711,17.0367,17.0367,6.68762,1302.24,162.161,53.8044,30.5253,447.296,199.554,199.554,441.977,47.5276,9.87796,1.97304,4.71269,7.93693,12.0729,20.6878,0.306523,0.381353,0.19113,0.018525,0.019241,0.018837,0.015117,0.014606,0.012972,0.010977,0.007194,0.002842,0.000616,8.57513,0.425255,9.5713,36.0759,56.9527,3.05606,0.378324,0,0,3.76917,4.67,34.7,303,14.8127,3.375,0.9375,4.3125,12.6875,7.5,3,0,0,8,0,11.8443,9.98317,46.0318,424.31,24.2017,2.51417,21.6876,7.29681,17.0063,17.0063,6.60901,1307.79,162.93,53.991,30.5476,449.329,200.297,200.297,444,39,3726.80381758,"373_5852","186_2926","124_1950","93_1463","74_1170","62_975","53_836","46_731","41_650","37_585","33_532","31_487","28_450","26_418","24_390",0,3,4,1,3,2,4,2,4,5,3,4,2,2,3,5
"S2-2-F",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396782.262134,5852994.58335,1,"2016_17",396782,5852994,2009,7,328.794,-0.477376,7.8,1143.94,0.878699,2.76871,63.5042,8.76755,7.68792,37.7802,461.111,20.4185,0.071252,20.3472,3.10394,14.3421,14.3421,3.10394,1804.31,247.992,63.4934,37.8025,661.612,247.276,247.276,661.612,42.8644,7.4037,1.12491,2.32613,5.46546,7.89095,17.2698,0.456737,0.426316,0.01638,0.011484,0.015408,0.01671,0.018088,0.020207,0.015518,0.003145,8e-06,0,0,8.37813,0.442017,0,0,0,0,0,0,0,0,10.7825,12.65,349,12.0337,0.25,0,0.25,6.5625,15,3,2.25,0.75,1,2009,8.64674,7.80055,38.0943,462.23,20.3508,-0.126152,20.477,2.9746,14.2339,14.2339,2.9746,1810.72,248.595,63.8102,37.7165,662.955,248.448,248.448,662.955,31,1817.3248398,"396_5852","198_2926","132_1950","99_1463","79_1170","66_975","56_836","49_731","44_650","39_585","36_532","33_487","30_450","28_418","26_390",1,3,1,1,1,3,1,5,2,4,5,1,1,2,4,3
"S4-6-F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398479.889571,5852345.94581,0,"2016_17",398480,5852346,2009,7,257.75,0.99035,2.24,1131.6,0.138589,17.224,31.9336,8.71076,8.66324,40.8181,461.314,20.863,-0.353817,21.2168,3.62917,14.2989,14.3016,3.05226,1857.11,253.049,66.1758,37.0774,672.857,257.253,266.818,671.583,42.8823,9.02421,1.03698,1.77675,4.86725,12.9648,25.2066,0.517197,0.252457,0.044048,0.032398,0.024886,0.030748,0.036107,0.034494,0.021224,0.006071,0.000383,0,0,10.2577,0.458445,9.51564,16.0377,48.5838,0.982025,2.95479,0,0,1.6854,8.54,18.85,281,16.1097,0,0,0,15.125,21.5,3,3,0.75,8,0,8.74649,8.98013,41.7011,462.181,21.0742,-0.460356,21.5345,3.66529,14.3544,14.3544,3.07832,1851.31,252.497,65.8962,37.1407,671.392,256.208,256.208,670.283,30,1817.3248398,"398_5852","199_2926","132_1950","99_1463","79_1170","66_975","56_836","49_731","44_650","39_585","36_532","33_487","30_450","28_418","26_390",0,2,1,1,1,3,1,5,2,4,5,1,1,2,4,3
"S2-2-S",0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,379099.569472,5851862.40883,0,"2016_17",379099,5851862,2009,7,247.995,-0.981857,7.16,559.984,0.189624,18.1993,4.79452,12.1215,9.25661,43.7095,429.517,24.4316,3.25524,21.1764,7.52139,17.3497,17.3497,6.84326,1295.08,163.306,52.538,32.0904,453.08,194.323,194.323,448.006,39.5107,11.588,1.3308,4.27606,10.4617,17.4171,23.4872,0.42427,0.242519,0.070737,0.063995,0.080959,0.08394,0.028736,0.004466,0.000388,5e-06,0,0,0,9.09227,0.474365,8.49316,10.9624,42.4725,1.2862,0,0,0,1.29074,8.82,14.7,231,18.4193,2.75,0,2.75,38,9,3,1,1,9,2009,12.1704,9.33599,43.9236,429.402,24.5179,3.26282,21.2551,7.57416,17.3962,17.3962,6.89379,1290.38,162.684,52.3409,32.1155,451.519,193.589,193.589,446.532,20,4483.3182475,"379_5851","189_2925","126_1950","94_1462","75_1170","63_975","54_835","47_731","42_650","37_585","34_531","31_487","29_450","27_417","25_390",3,4,4,2,2,3,2,3,4,5,3,5,2,3,1,2
"S1-95-F",2,5,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,423731,5851264.07389,0,"2016_17",423731,5851264,1994,7,130.006,-0.361778,2.52,956.238,-0.932264,14.0325,38.345,10.2473,8.65948,40.813,455.729,22.4029,1.18586,21.217,4.64276,15.803,15.803,4.64276,1479.53,207.403,54.8173,39.0402,559.794,204.434,204.434,559.794,32.4918,16.8369,1.67665,3.9232,21.0697,26.5121,29.0264,0.358043,0.012844,0.020857,0.066524,0.183544,0.263911,0.082119,0.00995,0.0022,0,0,0,0,11.2739,0.429862,10.3896,221.944,35.0395,12.2942,5.23123,0.0201367,0,21.3621,4.4375,41.75,282,29.0489,0,0,0,30,5,2.75,1,1.75,12,0,10.3323,8.58486,40.6304,454.465,22.4539,1.32479,21.1292,4.73966,15.8718,15.8718,4.73966,1473.78,206.591,54.5887,39.1008,558.239,203.524,203.524,558.239,38,1484.1624017,"423_5851","211_2925","141_1950","105_1462","84_1170","70_975","60_835","52_731","47_650","42_585","38_531","35_487","32_450","30_417","28_390",7,1,5,2,4,5,1,5,3,2,5,4,1,1,4,4
"SthTor1",0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,404800.608919,5850109.99068,1,"2014_16",404813,5850111,2009,7,91.3566,-0.968818,4.6,955.61,-0.247773,8.33912,14.9731,10.0589,8.68769,40.8773,455.67,22.2565,1.00661,21.2499,4.46392,15.5848,15.5848,4.46392,1727.59,240.908,60.3974,38.63,641.319,234.817,234.817,641.319,38.318,20.5074,7.74324,15.7648,21.1654,26.6706,31.0976,0.139261,0.049791,0.087298,0.179874,0.246189,0.129126,0.074042,0.039808,0.01996,0.018725,0.012028,0.0039,0,8.87759,0.438211,10.5558,346.856,43.8054,14.3873,11.7196,2.37114,0,32.8593,5.3125,54.6,312,28.184,22.5,2.25,24.75,15,5,2,2.75,1,1,1939,10.0012,8.85726,41.3362,457.755,22.2778,0.850476,21.4274,4.38658,15.5519,15.5519,4.38658,1718.75,240.088,59.9761,38.7705,639.563,233.211,233.211,639.563,40,357.584321711,"404_5850","202_2925","134_1950","101_1462","80_1170","67_975","57_835","50_731","44_650","40_585","36_531","33_487","31_450","28_417","26_390",3,2,5,3,5,4,3,4,4,4,5,2,1,3,2,3
"S4-2-Fo",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,399385,5850125,0,"2016_17",399385,5850125,2009,9,33.4639,-0.459299,9.64,1098.8,0.888282,10.7966,64.6452,8.44069,8.52489,40.4721,459.271,20.4894,-0.567609,21.057,3.3735,14.0181,14.0181,2.80501,1864.27,253.788,66.6651,36.8811,673.792,259.13,259.13,671.115,40.1909,8.99329,0.984422,1.76612,4.40818,13.6412,25.5782,0.567123,0.232333,0.027147,0.014282,0.017214,0.023107,0.032435,0.040329,0.030955,0.013303,0.001754,1.1e-05,0,10.1906,0.521818,9.15958,55.4283,46.9784,5.03233,0.776457,0,0,6.0514,7.9675,8.25,305,13.7665,0,2.5,2.5,3.75,28.5,2.75,2,1.5,8,0,8.45254,8.25379,39.8447,458.49,20.3508,-0.364164,20.7149,3.38388,14.0234,14.0234,2.81893,1859.83,253.358,66.4555,36.9238,672.644,258.343,258.343,670.077,49,1685.17146994,"399_5850","199_2925","133_1950","99_1462","79_1170","66_975","57_835","49_731","44_650","39_585","36_531","33_487","30_450","28_417","26_390",0,1,4,2,5,3,1,4,2,4,5,2,1,2,2,3
"Sand2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403611.888676,5850292.94168,0,"2014_16",403598,5850291,2009,7,69.4587,0.941524,3.72,1108.51,0.336946,15.8695,16.3953,9.01486,6.96158,35.7422,451.977,20.2945,0.820773,19.4738,3.97913,14.5122,14.5122,3.46338,1829.01,250.218,65.2799,37.1558,663.453,253.466,253.466,661.254,53.1427,30.1542,3.72391,15.1952,36.0928,43.7954,47.7325,0.175108,0.088727,0.074183,0.033745,0.021149,0.039437,0.080904,0.092136,0.080047,0.100262,0.122819,0.079971,0.011508,17.171,0.381162,10.4837,490.975,46.2363,22.8489,29.8696,1.06911,0,46.8321,4.895,16.85,258,21.996,3.875,1.75,5.625,32.5,2,2.5,2,2.25,1,1990,8.96891,6.97124,35.7765,452.648,20.2727,0.787127,19.4855,3.93355,14.4731,14.4731,3.41098,1832.84,250.572,65.4585,37.1125,664.409,254.147,254.147,662.106,40,956.303901556,"403_5850","201_2925","134_1950","100_1462","80_1170","67_975","57_835","50_731","44_650","40_585","36_531","33_487","31_450","28_417","26_390",0,2,3,3,2,4,3,4,4,4,5,2,1,3,2,3
"S4-4-T",0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,397668,5849706,0,"2016_17",397668,5849706,2009,7,206.642,0.763048,0.28,786.78,-0.646342,13.4237,13.2103,10.5309,9.23633,42.5911,449.124,22.9347,1.24854,21.6862,4.98071,15.9731,15.9731,4.98071,1733.35,241.257,60.2062,38.6525,644.581,235.04,235.04,644.581,57.7336,12.1959,1.50688,2.71341,6.47743,16.9191,33.8403,0.484121,0.228839,0.093584,0.021799,0.014953,0.012292,0.013663,0.016261,0.018708,0.023337,0.025796,0.025905,0.016788,13.905,0.465158,9.48799,118.474,61.1241,9.52856,4.74938,0.00949491,0,12.4867,8.275,20.05,288,14.9602,0,0.5,0.5,3.75,24,3,2,1,8,0,10.6743,9.32449,43.0256,444.419,23.1123,1.4403,21.672,5.17429,16.0544,16.0544,5.17429,1726.11,240.545,59.8525,38.7618,643.081,233.728,233.728,643.081,48,1644.57157933,"397_5849","198_2924","132_1949","99_1462","79_1169","66_974","56_835","49_731","44_649","39_584","36_531","33_487","30_449","28_417","26_389",0,3,1,4,5,2,1,5,2,2,5,2,1,5,2,1
"S1-37-T",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,424073,5849819.85298,0,"2016_17",424073,5849820,2007,7,75.1156,0.960325,2.16,902.526,-0.278883,16.4905,39.6563,10.3266,8.84051,41.4994,452.982,22.5613,1.25978,21.3015,4.74631,15.8388,15.8388,4.74631,1498.9,210.015,55.6746,38.7122,563.978,207.837,207.837,563.978,33.4896,15.6797,1.9592,7.5149,17.0322,23.3556,26.9461,0.365072,0.06566,0.06607,0.080726,0.103226,0.155495,0.12085,0.036673,0.006228,9e-06,0,0,0,9.79352,0.462823,11.1892,365.161,38.8961,13.1969,8.47274,2.19316,0,32.6352,5.3525,44.15,217,28.833,1,0,1,29,1.1875,2,1,2,12,1939,10.3431,8.88074,41.6148,452.979,22.5945,1.25412,21.3403,4.76186,15.8544,15.8544,4.76186,1501.14,210.316,55.7672,38.6804,564.501,208.213,208.213,564.501,33,1484.1624017,"424_5849","212_2924","141_1949","106_1462","84_1169","70_974","60_835","53_731","47_649","42_584","38_531","35_487","32_449","30_417","28_389",3,4,3,4,1,4,5,5,2,2,1,4,1,1,4,4
"S1-48-F",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371554.082026,5849789.04739,0,"2016_17",371554,5849789,1948,7,30.3609,0.493224,10.32,793.199,-0.869903,2.66651,81.0894,10.5614,7.99597,40.5276,427.308,22.0242,2.29575,19.7285,5.88905,15.7715,15.7715,5.2879,1439.99,182.802,57.2399,31.9463,501.764,215.149,215.149,498.096,50.5336,23.1277,2.12141,6.91963,24.4152,37.5145,43.4994,0.424451,0.09647,0.028616,0.015929,0.011669,0.014239,0.017069,0.024577,0.052521,0.099779,0.129201,0.073722,0.011552,17.0411,0.467773,11.1054,341.261,61.9483,11.0554,14.3216,4.46147,0,30.7291,5.94,6.6,157,15.3596,2.5,0.125,2.625,11,1.125,2.75,0.75,0.75,1,1939,10.536,8.20785,41.2925,426.98,22.1004,2.22307,19.8773,5.87307,15.7338,15.7338,5.27767,1437.38,182.42,57.1683,31.9263,500.735,214.844,214.844,497.137,44,1132.33150623,"371_5849","185_2924","123_1949","92_1462","74_1169","61_974","53_835","46_731","41_649","37_584","33_531","30_487","28_449","26_417","24_389",1,1,4,4,4,4,4,5,4,1,5,3,5,2,3,5
"S1-63-F",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404494.583155,5849925.01831,0,"2016_17",404494,5849925,2009,8,76.0261,0.809272,0,992.031,0.587434,7.80865,13.0494,9.9162,8.40265,40.1307,455.537,21.96,1.0239,20.9361,4.32721,15.4416,15.4416,4.32326,1751.71,243.104,61.5759,38.2238,645.762,239.314,239.314,645.76,45.4601,25.2121,7.856,16.3664,26.9563,35.0327,39.1697,0.092116,0.049909,0.083666,0.170351,0.217056,0.127372,0.086327,0.06291,0.049629,0.040854,0.015432,0.004398,0,12.0794,0.436081,11.1623,386.958,45.818,13.4604,18.6787,3.87535,0,34.6665,4.95,34.6,292,25.369,15.625,1.25,16.875,22.5,5,2,3,2,10,1939,9.84033,8.19022,39.5545,454.752,21.7723,1.06616,20.7062,4.2556,15.3572,15.3572,4.2556,1754.09,243.315,61.7004,38.1746,646.096,239.791,239.791,646.096,34,357.584321711,"404_5849","202_2924","134_1949","101_1462","80_1169","67_974","57_835","50_731","44_649","40_584","36_531","33_487","31_449","28_417","26_389",1,3,1,1,5,2,4,4,4,2,1,2,1,5,2,1
"Sand1",0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,404837.915553,5848985.06325,0,"2014_16",404874,5849036,2009,7,253.261,-0.355087,0,1050.87,0.934833,8.27353,28.1589,9.5849,7.94595,38.8875,454.834,21.3314,0.899072,20.4324,3.9888,15.1174,15.1174,3.9888,1699.14,238.044,59.1484,38.9709,634.465,230.043,230.043,634.465,49.7403,32.4408,7.57394,25.9489,37.3555,42.8271,45.7256,0.127641,0.015506,0.035238,0.055108,0.053458,0.037155,0.069646,0.165717,0.231346,0.160676,0.046185,0.002323,0,14.3499,0.51618,10.4704,548.139,48.2571,24.5075,34.0919,1.04711,0,52.3514,5.4475,10.8,169,19.3187,4.1875,2.9375,7.125,46,4.5,1,1.5,1.75,12,1980,9.57529,7.96985,38.9567,455.079,21.333,0.874769,20.4582,3.9765,15.1111,15.1111,3.9765,1699.26,238.063,59.1505,38.9725,634.526,230.051,230.051,634.526,40,1000.69608561,"404_5848","202_2924","134_1949","101_1462","80_1169","67_974","57_835","50_731","44_649","40_584","36_531","33_487","31_449","28_417","26_389",4,3,1,1,5,2,4,4,4,2,1,2,1,5,2,1
"BH3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,368233.85806,5849221.11169,0,"2014_16",368234,5849221,1988,7,313.854,0.953631,0,775.364,-0.300979,10.282,28.6281,10.5997,7.74863,39.8528,425.817,21.8757,2.43322,19.4425,5.93051,15.8042,15.8042,5.35335,1444.51,181.483,57.9944,31.2111,498.805,217.863,217.863,495.141,40.3193,24.4012,6.01451,15.7164,28.6558,33.4475,35.9183,0.110431,0.041307,0.110963,0.0718,0.077448,0.155635,0.240666,0.149844,0.040011,0.001884,0,0,5e-06,11.3786,0.435547,9.46454,342.486,44.653,25.6764,8.9959,0,0,36.1863,5.3875,33.7,314,27.6454,6.125,2,8.125,41,7,2,2.25,2,1,1983,10.6082,7.78253,39.9659,425.79,21.8957,2.42285,19.4729,5.94059,15.8124,15.8124,5.36263,1441.69,180.976,57.9569,31.146,497.485,217.651,217.651,493.781,53,1148.68725278,"368_5849","184_2924","122_1949","92_1462","73_1169","61_974","52_835","46_731","40_649","36_584","33_531","30_487","28_449","26_417","24_389",0,3,1,5,4,5,4,1,4,3,5,3,5,2,3,5
"Grant2",0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,370629.987863,5848929.00343,1,"2014_16",370630,5848929,1939,7,59.2611,-0.9093,0,710.065,0.416141,21.1138,4.37722,10.9166,8.38627,42.0108,420.833,22.3615,2.40663,19.9549,6.3188,16.0452,16.0452,5.71953,1464.24,186.033,57.9357,32.0343,510.368,218.27,218.27,506.903,43.0146,22.6951,6.06783,14.0784,24.6931,31.1475,35.8845,0.144131,0.052721,0.095175,0.185131,0.161993,0.100315,0.063462,0.044898,0.056432,0.058207,0.031234,0.005886,0.000416,11.2416,0.411533,12.0591,356.756,49.0464,8.24743,12.8801,0.929258,0,29.5839,4.03,42.1,329,28.7523,13.875,0.5,14.375,20,3,3,2.75,1.25,1,1939,10.8859,8.00716,40.8232,420.368,22.1739,2.55966,19.6142,6.28316,15.9975,15.9975,5.68519,1466.9,186.356,58.0273,32.0294,511.248,218.653,218.653,507.734,51,433.796215013,"370_5848","185_2924","123_1949","92_1462","74_1169","61_974","52_835","46_731","41_649","37_584","33_531","30_487","28_449","26_417","24_389",4,4,4,4,4,4,4,1,4,1,5,3,5,2,3,5
